drug_id	cyp1a2_sub	cyp2c19_sub	cyp2c9_sub	cyp2d6_sub	cyp2e1_sub	cyp3a4_sub
(r)_7_hydroxywarfarin	0	0	0	0	0	0
(r)_hydratropic_acid	0	0	0	0	0	0
(s)_2_amino_5_6_7_8_tetrahydro_6_methyl_4(1h)_pteridinone	0	0	0	0	0	0
(s)_2_pyrrolidineacetic_acid	0	0	0	0	0	0
(s)_7_hydroxytetrahydroharman	0	0	0	0	0	0
(s)_9_hydroxy_10_undecenoic_acid	0	0	0	0	0	0
(s)_all_trans_4_hydroxyretinoic_acid	0	0	0	0	0	0
(s)_alpha_phellandrene	0	0	0	0	0	0
(s)_beta_aminoisobutyric_acid	0	0	0	0	0	0
(s)_beta_bisabolene	0	0	0	0	0	0
(s)_hexane_1_5_diol	0	0	0	0	0	0
(s)_hydroxyoctadecanoyl_coa	0	0	0	0	0	0
(s)_menthone_8_thioacetate	0	0	0	0	0	0
(s)_propane_1_2_diol	0	0	0	0	0	0
(z)_11_eicosen_1_ol	0	0	0	0	0	0
(z)_2_methyl_6__(3r_15r_16r)_7_7_12_16_tetramethyl_6_oxo_15_pentacyclo_9.7.0.01_3.03_8.012_16_octadecanyl_hept_2_enoic_acid	0	0	0	0	0	0
(z)_5_hexadecenoic_acid	0	0	0	0	0	0
(z)_6_(3_hydroxy_4_4_10_13_14_pentamethyl_2_3_5_6_7_11_12_15_16_17_decahydro_1h_cyclopenta_a_phenanthren_17_yl)_2_methyl_7_oxohept_2_enoic_acid	0	0	0	0	0	0
(z)_n__(4_hydroxyphenyl)methyl_ethoxycarbothioamide_4prime_(tri_acetylrhamnoside)	0	0	0	0	0	0
1'-hydroxybufuralol	0	0	0	1	0	0
1'-hydroxyestragole	1	0	0	0	1	0
1,1-Cyclobutanedicarboxylic acid	0	0	0	0	0	0
1,1-DICHLOROETHYLENE (DCE; VINYLIDENE CHLORIDE)	0	0	0	0	1	0
1,2,3,5-TETRACHLOROBENZENE (BENZENES, CHLORINATED)	0	0	0	0	0	1
1,2-Cyclohexanediamine anion	0	0	0	0	0	0
1,2-DIBROMOETHANE (1,2-DBE)	0	0	0	0	1	0
1,2-DICHLOROPROPANE	0	0	0	0	1	0
1,2-EPOXY-3-BUTENE (BMO)	0	0	0	0	1	0
1,2-dichlorobenzene	0	0	0	0	1	0
1,25-dihydroxyvitamin d(3)	0	0	0	0	0	0
1,3-BUTADIENE (BD)	0	0	0	0	1	0
1,3-butadiene	0	0	0	0	0	0
1,3-dimethyluric acid	1	0	0	0	1	0
1,4-Dichlorobenzene	0	0	0	0	1	0
1,4-cineole	0	0	0	0	0	1
1,4-dichlorobenzene	1	0	0	0	0	0
1,6-DINITROPYRENE	0	0	0	0	0	1
1,6-Hexanedithiol	0	0	0	0	0	0
1,7-dimethylxanthine	1	0	0	0	0	0
1,8-cineole	0	0	0	0	0	1
1-(2-PYRIMIDINYL)-PIPERAZINE (1-PP)	0	0	0	1	0	0
1-(3-TRIFLUOROMETHYLPHENYL)PIPERAZINE (TFMPP)	0	0	0	1	0	1
1-(4-METHOXYPHENYL)PIPERAZINE (MEOPP)	0	0	0	1	0	0
1-Aminopyrene	1	0	0	0	0	1
1-CYCLOHEXYL-5-(2-HYDROXY-ETHYLAMINO)-PENTAN-2-ONE (COMPOUND 4)	0	0	0	1	0	0
1-ETHYLPYRENE (EP)	0	0	0	0	1	1
1-Hydroxy-3,7-dimethoxyxanthone	0	0	0	0	0	0
1-METHYL-4-PHENYL-1,2,3,6-TETRAHYDROPYRIDINE (MPTP)	0	0	0	1	0	0
1-METHYLPYRENE (MP)	0	0	0	0	1	1
1-NITROPYRENE (1-NP)	0	0	0	0	0	1
1-Naphtaldehyde	0	0	0	0	0	1
1-bromopropane	0	0	0	0	1	0
1-ethylpyrene	1	0	0	0	0	0
1-methyl-3-propylxanthine	1	0	0	0	0	0
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	0	0	0	0	0	0
1-methylpyrene	1	0	0	0	0	0
1-methyluric acid	1	0	0	0	0	0
10-Undecenal	0	0	0	0	0	0
10-azabenzo[A]pyrene	1	0	0	0	0	0
10prime_apo_beta_caroten_10prime_al	0	0	0	0	0	0
11(12)_epetre_ea	0	0	0	0	0	0
11(R)-HETE	0	0	0	0	0	0
11-Dihydro-12-norneoquassin	0	0	0	0	0	0
11EC,17,21-trihydroxypregna-1,4-diene-3,20-dione 21-(dihydrogen phosphate)	0	0	0	0	0	1
11_12_15_trihydroxy_(5z_8z_13e)_icosatrienoate	0	0	0	0	0	0
11_12_dimethoxydihydrokawain	0	0	0	0	0	0
11_13_dihydrotaraxinic_acid_glucosyl_ester	0	0	0	0	0	0
11_oxo_delta8_tetrahydrocannabinol	0	1	1	0	0	1
11beta_17beta_dihydroxy_4_androsten_3_one	0	0	0	0	0	0
11z_octadecenylcarnitine	0	0	0	0	0	0
12_oxo_10_11_dihydro_20_carboxy_leukotriene_b4	0	0	0	0	0	0
12alpha_hydroxy_3_oxochola_4_6_dien_24_oic_acid	0	0	0	0	0	0
13-Heptadecyn-1-ol	0	0	0	0	0	0
13_14_dihydro_15_keto_pge2	0	0	0	0	0	0
13_cis_crocin_4	0	0	0	0	0	0
13_cis_retinoic_acid	0	0	0	0	1	0
13s_hotre	0	0	0	0	0	0
15_cis_pytoene	0	0	0	0	0	0
15_keto_prostaglandin_e2	0	0	0	0	0	0
15_oxo_lipoxin_a4	0	0	0	0	0	0
15alpha_acetoxy_3alpha_hydroxy_23_oxo_5alpha_lanosta_7_9(11)_24_trien_26_oic_acid	0	0	0	0	0	0
15h_11_12_eeta	0	0	0	0	0	0
16_18_oxo_18_coa_dinor_lte4	0	0	0	0	0	0
16__5__5__4_5_dihydroxy_6_(hydroxymethyl)_3_(3_4_5_trihydroxyoxan_2_yl)oxyoxan_2_yl_oxy_3_hydroxy_6_(hydroxymethyl)_4_(3_4_5_trihydroxy_6_methyloxan_2_yl)oxyoxan_2_yl_oxy_3_4_dihydroxy_6_(hydroxymethyl)oxan_2_yl_oxy_6_hydroxy_7_9_13_trimethyl_6__3_methyl_4__3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_oxybutyl__5_oxapentacyclo_10.8.0.02_9.04_8.013_18_icosan_10_one	0	0	0	0	0	0
16_ketoestradiol	0	0	0	0	0	0
16_methylheptadecanoic_acid	0	0	0	0	0	0
16beta_hydroxyestradiol	0	0	0	0	0	0
17-Hydroxyandrostane-3-glucuronide	0	0	0	0	0	0
17ALPHA- HYDROXYPROGESTERONE CAPROATE	0	0	0	0	0	1
17ALPHA-METHYLTESTOSTERONE	0	0	0	0	0	1
17_23_epoxy_29_hydroxy_27_norlanost_8_ene_3_15_24_trione	0	0	0	0	0	0
17_epiestriol_17_o_(beta_d_glucuronide)(1_)	0	0	0	0	0	0
17alpha-Ethinylestradiol	1	1	1	0	0	1
17beta-OH-Progesterone	0	0	0	1	0	0
17{ALPHA}-ETHINYLESTRADIOL	0	0	1	0	0	0
17{ALPHA}-ETHINYLESTRADIOL (EE)	0	0	0	0	0	1
18-METHOXYCORONARIDINE (18-MC)	0	1	0	0	0	0
18:3_campesteryl_ester	0	0	0	0	0	0
18_methoxycoronaridine	0	0	1	1	0	1
19(20)_epdpe	0	0	0	0	0	0
19_norepiandrosterone	0	0	0	0	0	0
1ALPHA,25-DIHYDROXYVITAMIN D(3)	0	0	0	0	0	1
1_(2_2_dimethylchromen_6_yl)ethanol	0	0	0	0	0	0
1_(2_furanylmethyl)_1h_pyrrole	0	0	0	0	0	0
1_(3_o_sulfo_beta_d_galactosyl)_n_docosanoylsphingosine(1_)	0	0	0	0	0	0
1_1_dichloro_2_2_2_trifluoroethane	0	0	0	0	0	0
1_1_dimethoxyheptane	0	0	0	0	0	0
1_1_dimethylbiguanide	0	0	0	0	0	0
1_2_3_4_5_6_hexahydro_5_(1_hydroxyethylidene)_7h_cyclopenta_b_pyridin_7_one	0	0	0	0	0	0
1_2_4_trichlorobenzene	1	0	0	1	1	1
1_2_cyclohexanedione	0	0	0	0	0	0
1_2_dehydrosalsolinol	0	0	0	0	0	0
1_2_dibromoethane	0	0	0	0	0	0
1_2_diphenyl_cyclobutane	0	0	0	0	0	0
1_4_alpha_d_glucan	0	0	0	0	0	0
1_4_cineole	0	0	0	0	0	0
1_4_dithiothreitol	0	0	0	0	0	0
1_8_cineole	0	0	0	0	0	0
1_acetoxy_4_6_tetradecadiene_8_10_12_triyne	0	0	0	0	0	0
1_alpha_hydroxy_vitamin_D2	0	0	0	0	0	1
1_alpha_hydroxy_vitamin_D3	0	0	0	0	0	1
1_butylamine	0	0	0	0	0	0
1_hydroxy_3_nonanone	0	0	0	0	0	0
1_isothiocyanatobutane	0	0	0	0	0	0
1_methoxy_3_methylene_2_pentanone	0	0	0	0	0	0
1_methyl_1___(2s)_5_vinyl_5beta_(hydroxymethyl)tetrahydrofuran__2alpha_yl_ethyl_beta_d_glucopyranoside	0	0	0	0	0	0
1_methylhistidine	0	0	0	0	0	0
1_nitroheptane	0	0	0	0	0	0
1_nitropyrene	1	0	0	0	0	0
1_pp	0	0	0	0	0	0
1beta_hydroxyalantolactone	0	0	0	0	0	0
1d_myo_inositol_1_4_5_trisphosphate	0	0	0	0	0	0
2',6'-pipecoloxylidide	1	0	0	0	0	0
2,2,2-trifluoroethanol	0	0	0	0	1	0
2,2,7,7-Tetramethyl-1,6-dioxaspiro[4.4]nona-3,8-diene	0	0	0	0	0	0
2,3,7,8-tetrachlorodibenzo-p-dioxin	0	0	0	0	0	0
2,4-DICHLOROPHENOL (2,4-DCP)	0	0	0	0	0	1
2,6-DIMETHYLANILINE (2,6-DMA)	0	0	0	0	1	0
2-(4-AMINO-3-METHYLPHENYL)BENZOTHIAZOLE (DF 203, NSC 674495)	0	0	0	1	0	0
2-(4-chlorphenoxy)-ethanol	1	0	0	0	1	1
2-(6-Hydroxy-2-methoxy-3,4-methylenedioxyphenyl)benzofuran	0	0	0	0	0	0
2-(Methylthio)ethanol	0	0	0	0	0	0
2-Amino-5-phenylpyridine	0	0	0	0	0	0
2-Aminomuconic acid	0	0	0	0	0	0
2-CHLORO-1,1-DIFLUOROETHENE (CDE; HALOALKENE)	0	0	0	1	0	1
2-Decaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	0	0	0	0	0	0
2-Deoxyribonic acid	0	0	0	0	0	0
2-Furoic acid	0	0	0	0	0	0
2-Hexaprenyl-3-methyl-6-methoxy-1,4 benzoquinone	0	0	0	0	0	0
2-Hexenoylcholine	0	0	0	0	0	0
2-METHOXYAMPHETAMINE (2MA)	0	0	0	1	0	0
2-NITROANISOLE (2-NA)	0	0	0	0	1	0
2-Naphthylhydrazine	0	0	0	0	1	0
2-[(1S,3S,5R)-1,2,2-Trimethyl-6-oxabicyclo[3.1.0]hexan-3-yl]acetaldehyde	0	0	0	0	0	0
2-[(Methylthio)methyl]-2-butenal	0	0	0	0	0	0
2-acetylbenzothiophene	0	0	0	0	0	1
2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine	0	0	0	0	0	0
2-amino-3,4-dimethylimidazo[4,5-F]quinoline	1	0	0	0	0	0
2-amino-3,4-dimethylimidazo[4,5-f]quinoline	0	0	0	0	0	0
2-amino-3,5-dimethylimidazo[4,5-F]quinoline	1	0	0	0	0	0
2-amino-3-methyl-9H-pyrido[2,3-B]indole	1	0	0	0	0	0
2-amino-3-methylimidazo[4,5-f]quinoline	0	0	0	0	0	0
2-aminoanthracene	1	0	0	0	0	0
2-aminofluorene	1	0	0	0	0	0
2-bromoacetaldehyde	0	0	0	0	1	0
2-chloro-1,1,1-trifluoroethane	0	0	0	0	0	0
2-chloro-1,1-difluoroethene	0	0	0	0	0	0
2-ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine	0	0	0	0	0	1
2-hydroxycarbamazepine	0	0	0	0	0	1
2-hydroxychlorpropamide	0	1	1	0	0	0
2-hydroxyestradiol	1	0	0	0	0	0
2-hydroxyflutamide	1	0	0	0	0	0
2-oxo-clopidogrel	0	0	1	0	0	1
2-oxoquazepam	0	0	1	0	0	0
2-{[(2S)-1-({2-[Bis(carboxylatomethyl)amino]ethyl}(carboxylatomethyl)amino)-3-(4-ethoxyphenyl)propan-2-yl](carboxylatomethyl)amino}acetate	0	0	0	0	0	0
2-{[(4-{[(2-Amino-5-formyl-4-oxo-1,4,5,6,7,8-hexahydropteridin-6-yl)methyl]amino}phenyl)carbonyl]amino}pentanedioate	0	0	0	0	0	0
20_coa_20_oxo_18r_hydroxyleucotriene_b4	0	0	0	0	0	0
20_dihydroxyleukotriene_b4	0	0	0	0	0	0
20alpha_hydroxycholesterol	0	0	0	0	0	0
21_hydroxypregnenolone	0	0	0	0	0	0
24-Methylene-25-methylcholesta-5-en-3beta-ol	0	0	0	0	0	0
24_ethyl_cholesta_7_24_dien_3beta_ol	0	0	0	0	0	0
24_hydroxycholesterol	0	0	0	0	0	0
24_methylcycloarta_25_ene_3beta_ylhexadecanoate	0	0	0	0	0	0
27_deoxy_5alpha_cyprinol	0	0	0	0	0	0
28_hydroxy_7_octacosanone	0	0	0	0	0	0
2N-PROPYLQUINOLINE (2NPQ)	0	1	0	0	1	0
2_(4_hydroxyphenyl)ethanol	0	0	0	0	0	0
2_(4_methyl_5_thiazolyl)ethyl_decanoate	0	0	0	0	0	0
2_20_dihydroxyursonic_acid	0	0	0	0	0	0
2_2_4_4_5_5_hexachlorobiphenyl	0	0	0	0	0	0
2_2_4_trimethyldecane	0	0	0	0	0	0
2_2_9_trimethyldecane	0	0	0	0	0	0
2_2prime_4_5_5prime_pentachlorobiphenyl	0	0	0	0	0	1
2_3_dimethylphenol	0	0	0	0	0	0
2_3_trans_octenoyl_coa	0	0	0	0	0	0
2_4_12_octadecatrienoic_acid_piperidide	0	0	0	0	0	0
2_4_6_8_tridecatetrayne	0	0	0	0	0	0
2_4_6_tribromophenol	0	0	0	0	0	0
2_4_pentadienal	0	0	0	0	0	0
2_5_furandicarboxylic_acid	0	0	0	0	0	0
2_6_6_trimethyl_1_4_cyclohexadiene_1_carboxaldehyde	0	0	0	0	0	0
2_6_dichlorobenzonitrilie	0	0	0	0	0	0
2_9_10_trihydroxy_3_methoxy_7_methyl_5h_6h_12h_12ah_indolo_2_1_a_isoquinolin_7_ium	0	0	0	0	0	0
2__(1_2_3_4_4a_7_hexahydro_4a_alpha_8_dimethyl_7_oxonaphthalen)_2alpha_yl_acrylic_acid	0	0	0	0	0	0
2__(8s_9r)_9__(2_methylbut_2_enoyl)oxy__2_oxo_2h_8h_9h_furo_2_3_h_chromen_8_yl_propan_2_yl_2_methylbut_2_enoate	0	0	0	0	0	0
2__({_(1s_2r_5s)_2_isopropyl_5_methylcyclohexyl_oxy}carbonyl)oxy_ethanol	0	0	0	0	0	0
2_acetylaminofluorene	1	0	0	0	0	0
2_acetylbenzothiophene	1	0	0	0	1	0
2_amino_4_oxo_4_alpha_hydroxy_6_(erythro_1prime_2prime_3prime_trihydroxypropyl)_5_6_7_8_tetrahydroxypterin	0	0	0	0	0	0
2_aminoacetophenone	0	0	0	0	0	0
2_chloro_1_3_dimethoxy_5_methylbenzene	0	0	0	0	0	0
2_ethoxyethanol	0	0	0	0	0	0
2_ethyl_4_methylthiazole	0	0	0	0	0	0
2_geranyl_2prime_3_4_4prime_tetrahydroxydihydrochalcone	0	0	0	0	0	0
2_hepten_4_one	0	0	0	0	0	0
2_hydroxyestradiol	0	0	0	0	0	0
2_hydroxyestrone	0	0	0	0	0	0
2_isopropyl_3_oxosuccinate	0	0	0	0	0	0
2_methoxyacetophenone	0	0	0	0	0	0
2_methoxyamphetamine	0	0	0	0	0	0
2_methylpropyl_hexanoate	0	0	0	0	0	0
2_naphthylamine	1	0	0	0	0	0
2_nitropyrene	1	0	0	0	0	0
2_nonanol	0	0	0	0	1	0
2_oxo_clopidogrel	0	1	1	0	0	1
2_oxo_ticlopidine	1	1	1	1	0	1
2_oxoalantolactone	0	0	0	0	0	0
2_oxobutanoic_acid	0	0	0	0	0	0
2_oxoquazepam	0	0	0	0	0	1
2_phenylethyl_pentanoate	0	0	0	0	0	0
2_phospho_d_glyceric_acid	0	0	0	0	0	0
2_propylpyridine	0	0	0	0	0	0
2_pyrrolidinone	0	0	0	0	0	0
2_{2__(2z)_pent_2_en_1_yl__3_{_(2r_3r_4s_5s_6r)_3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_oxy}cyclopentyl}acetic_acid	0	0	0	0	0	0
2`,6`-PIPECOLOXYLIDIDE (PPX)	0	0	0	0	0	1
2n_propylquinoline	0	0	1	0	0	1
2prime_3prime_cyclic_cmp	0	0	0	0	0	0
2prime_5prime_dihydroxychalcone	0	0	0	0	0	0
2prime_cytidylic_acid	0	0	0	0	0	0
2prime_deoxyuridine	0	0	0	0	0	0
2prime_deoxyuridylic_acid	0	0	0	0	0	0
2prime_epi_ginsenoynel	0	0	0	0	0	0
2prime_hydroxy_indomethacin_phenethylamide	0	1	0	1	0	1
2prime_hydroxyacetophenone	0	0	0	0	0	0
2primedeoxy_thymidine_5prime_diphospho_alpha_d_glucose	0	0	0	0	0	0
3'-Dimethylallylkievitone	0	0	0	0	0	0
3'-Hydroxystanozolol	0	0	0	0	0	0
3, 4-METHYLENEDIOXYAMPHETAMINE (MDA)	0	0	0	1	0	0
3,3'-diindolylmethane	1	0	0	0	0	0
3,4-DIFLUOROBENZYL-4-(4-METHYLSULFONYL)PHENYL-5,5-DIMETHYL-(5-H) FURAN-2-ONE (DFB)	0	0	0	0	0	1
3,5-diiodothyropropionic acid	0	0	0	0	0	1
3- AND 4-METHOXYPHENETHYLAMINE	0	0	0	1	0	0
3-KETO-DESOGESTREL	0	0	0	0	0	1
3-METHOXY-4-AMINOAZOBENZENE	0	0	0	0	0	1
3-METHOXYMORPHINAN (3-MM; METABOLITE OF DEXTROMETHORPHAN)	0	0	0	1	0	0
3-NITROBENZANTHRONE	1	0	0	0	0	0
3-NITROBENZANTHRONE (3-NBA)	0	0	0	1	0	1
3-[2-(N,N-DIETHYL-N-METHYLAMMONIUM)-ETHYL]-7-METHOXY-4-METHYLCOUMARIN (AMMC)	0	0	0	1	0	0
3-cyano-7-ethoxycoumarin	0	0	0	0	0	0
3-cyano-7-methoxycoumarin	0	0	0	0	1	0
3-hydroxy-3-methylglutaryl-coenzyme	0	0	0	0	0	1
3-hydroxyflunitrazepam	0	1	0	0	0	1
3-hydroxyquinidine	0	0	0	0	0	1
3-hydroxyropivacaine	1	0	0	0	0	1
3-ketodesogestrel	0	0	0	0	0	0
3-methoxymorphinan	0	0	0	0	0	1
3-methylether-estradiol	0	0	0	0	0	1
3_(3_5_dihydroxyphenyl)_2_propenoic_acid	0	0	0	0	0	0
3_(benzoyloxy)_6_oxours_12_ene_28_oic_acid	0	0	0	0	0	0
3_(nitroamino)alanine	0	0	0	0	0	0
3_(tetrahydro_5_5_dimethylfuran_2_yl)_2_butene_1_ol	0	0	0	0	0	0
3_3_dimethylhexane	0	0	0	0	0	0
3_4_5_trihydroxy_6_(hydroxymethyl)oxan_2_yl_(2e)_3_phenylprop_2_enoate	0	0	0	0	0	0
3_4_dhpea_ea	0	0	0	0	0	0
3_4_dicaffeoyl_1_5_quinolactone	0	0	0	0	0	0
3_5_7_octatriyn_1_ol	0	0	0	0	0	0
3_7(11)_eudesmadien_2_one	0	0	0	0	0	0
3_7_dimethyl_5_octene_1_7_diol_1_glucoside	0	0	0	0	0	0
3__(13s)_13_hydroxy_13__(2s_5r)_5__(1r)_1_hydroxypentadecyl_oxolan_2_yl_tridecyl__5_methyl_2_5_dihydrofuran_2_one	0	0	0	0	0	0
3_chloro_l_tyrosine	0	0	0	0	0	0
3_cyano_7_ethoxycoumarin	1	1	1	1	0	0
3_cyano_7_methoxycoumarin	1	1	0	0	0	0
3_ethoxy_4_trifluoromethylcoumarin	1	1	1	0	0	0
3_hexanone	0	0	0	0	0	0
3_hpph	0	0	0	0	0	1
3_hydroxycoumarin	0	0	0	0	0	0
3_mercaptopyruvic_acid	0	0	0	0	0	0
3_methoxy_4_trifluoromethylcoumarin	1	1	0	1	0	0
3_methoxyamphetamine	0	0	0	1	0	0
3_methyl_2_butene_1_thiol	0	0	0	0	0	0
3_methyl_2_cyclopenten_1_one	0	0	0	0	0	0
3_methylbutyl_hexanoate	0	0	0	0	0	0
3_methylbutyl_octanoate	0	0	0	0	0	0
3_methylbutyl_pentanoate	0	0	0	0	0	0
3_methylene_l_norleucine	0	0	0	0	0	0
3_methylether_estradiol	1	0	1	0	0	0
3_methylindole	1	0	0	0	0	0
3_methylphenylacetic_acid	0	0	0	0	0	0
3_methyluric_acid	0	0	0	0	0	0
3_o_alpha_l_fucopyranosyl_d_glucose	0	0	0	0	0	0
3_o_methylfluorescein	1	1	1	0	0	0
3_o_sulfogalactosylceramide_(d18:1/14:0)	0	0	0	0	0	0
3_o_sulfogalactosylceramide_(d18:1/24:0)	0	0	0	0	0	0
3_oxohexadecanoic_acid	0	0	0	0	0	0
3_oxooctanoyl_coa	0	0	0	0	0	0
3_sulfo_6_sulfonato_1__(e)_2_(2_4_5_trimethylphenyl)diazen_1_yl_naphthalen_2_olate	0	0	0	0	0	0
3_{13__5_(1_6_dihydroxypentadecyl)oxolan_2_yl__2_13_dihydroxy_8_oxotridecyl}_5_methyl_2_5_dihydrofuran_2_one	0	0	0	0	0	0
3`,4`-METHYLENEDIOXY-ALPHA-PYRROLIDINOPROPIOPHENONE (MDPPP)	0	1	0	0	0	0
3alpha_18_21_trihydroxy_5beta_pregnane_11_20_dione	0	0	0	0	0	0
3alpha_4beta_12alpha_trihydroxy_5beta_holan_24_oic_acid	0	0	0	0	0	0
3alpha_hydroxy_2alpha_(3_methoxy_4_hydroxy_trans_cinnamoyloxy)urs_12_ene_28_oic_acid	0	0	0	0	0	0
3beta-Hydroxy-6beta-(2,3-epoxy-2-methylbutanoyloxy)-7(11)-eremophilen-12,8beta-olide	0	0	0	0	0	0
3beta-Pregnadienolone 3-[rhamnosyl-(1->4)-rhamnosyl-(1->4)-rhamnosyl-(1->4)-glucoside]	0	0	0	0	0	0
3beta__(6_o_beta_d_glucopyranosyl_beta_d_glucopyranosyloxy__23_24_25_26_27_pentanorcucurbita_5_ene_22_al	0	0	0	0	0	0
3beta__2_o_(beta_d_galactopyranosyl)_beta_d_glucopyranuronosyloxy__16alpha_hydroxy_23_oxooleana_12_ene_28_oic_acid_28__2_o__4_o_(beta_d_xylopyranosyl)_alpha_l_rhamnopyranosyl__3_o_(alpha_l_rhamnopyranosyl)_4_o_acetyl_beta_d_fucopyranosyl__ester	0	0	0	0	0	0
3beta__4_o_(6_o_beta_d_glucopyranosyl_beta_d_glucopyranosyl)_2_6_dideoxy_beta_d_ribo_hexopyranosyloxy__14_hydroxy_5beta_cardanolide_20(22)_ene	0	0	0	0	0	0
3beta_acetoxy_19alpha_hydroxy_12_ursene	0	0	0	0	0	0
3prime_4prime_dihydroxychalcone	0	0	0	0	0	0
3prime_methoxyfukiic_acid	0	0	0	0	0	0
3prime_sialyllactose	0	0	0	0	0	0
4'-METHYL-ALPHA-PYRROLIDINOPROPIOPHENONE	0	0	0	1	0	0
4,4'-Dichlorobiphenyl	1	0	0	0	0	0
4,4`-METHYLENE BIS(2-CHLOROANILINE)	0	0	0	0	0	1
4-(METHYLNITROSAMINO)-1-(3-PYRIDYL)-1-BUTANOL (NNAL)	0	0	0	0	1	0
4-(METHYLNITROSAMINO)-1-(3-PYRIDYL)-1-BUTANONE (A TOBACCO SMOKE-DERIVED NITROSAMINE; NNK)	0	0	0	1	1	0
4-(METHYLNITROSAMINO)-1-(3-PYRIDYL-1-BUTANOL)	1	0	0	1	0	0
4-BIPHENYLALDEHYDE	0	0	1	0	0	1
4-DIMETHYLAMINO-4`-(IMIDAZOL-1-YL)CHALCONE (RL3142)	0	0	0	0	0	1
4-Dihydroboldenone	0	0	0	0	0	0
4-IPOMEANOL	1	0	0	0	0	0
4-IPOMEANOL (4-IM)	0	1	0	1	0	1
4-METHOXY-N-BUTYLAMPHETAMINE (M-NBA)	0	0	0	1	0	0
4-METHOXYAMPHETAMINE	0	0	0	1	0	0
4-METHYLPHENOL (P-CRESOL)	0	0	0	0	1	0
4-N-NONYLPHENOL	1	0	0	0	0	0
4-NITROANISOLE (P-NITROANISOLE)	0	0	0	0	1	0
4-NITROPYRENE (4-NP)	0	0	0	0	0	1
4-VINYL-1-CYCLOHEXENE (VCH)	0	0	0	0	1	0
4-aminobiphenyl	0	0	0	0	0	0
4-chloromethyl-7-ethoxycoumarin	0	0	0	0	1	0
4-chlorophenylbiguanide	0	1	0	0	0	0
4-hydroxy-2-nonenal	0	0	0	0	1	0
4-hydroxycoumarin	0	0	0	0	0	1
4-hydroxymephenytoin	0	1	0	0	0	0
4-ipomeanol	0	0	0	0	0	0
4-nitroanisole	0	0	0	0	0	0
4-nitrocatechol	0	0	0	0	1	0
4-nitrophenol	0	0	0	0	0	0
4-vinylcyclohexene	0	0	0	0	0	0
4_(hydroxymethyl)benzenediazonium(1+)	0	0	0	0	0	0
4_5_di_o_caffeoylquinic_acid	0	0	0	0	0	0
4_aminobiphenyl	1	0	0	0	0	0
4_chloro_7_ethoxycoumarin	1	1	0	0	0	1
4_chloromethyl_7_ethoxycoumarin	1	1	0	0	0	1
4_demethyl_olanzapine	0	0	0	1	0	0
4_epiisocommunic_acid	0	0	0	0	0	0
4_ethyl_2_methylthiazole	0	0	0	0	0	0
4_hpph	0	0	0	0	0	1
4_hydroxy_6_heptacosanone	0	0	0	0	0	0
4_hydroxybenzeneacetonitrile	0	0	0	0	0	0
4_hydroxyestrone_sulfate	0	0	0	0	0	0
4_hydroxystyrene	0	0	0	0	0	0
4_hydroxytamoxifen	0	0	0	0	0	1
4_methoxy_N_ethylamphetamine	0	0	0	1	0	0
4_methoxyamphetamine	0	0	0	0	0	0
4_methyl_1_phenyl_2_pentanone	0	0	0	0	0	0
4_methylpentanal	0	0	0	0	0	0
4_nitro_phenol	0	0	0	0	0	0
4_nitroanisole	1	1	0	0	0	0
4_nitropyrene	1	0	0	0	0	0
4_octen_3_one	0	0	0	0	0	0
4_oxo_retinoic_acid	0	0	0	0	0	0
4_succinyl_3_5_dicaffeoylquinic_acid	0	0	0	0	0	0
4_vinylcyclohexene	0	0	0	0	0	0
4`-METHOXY-ALPHA-PYRROLIDINOPROPIOPHENONE (MOPPP)	0	1	0	0	0	0
4`-METHYL-ALPHA-PYRROLIDINOPROPIOPHENONE (MPPP)	0	1	0	0	0	0
4prime_5_7_trimethylapigenin	0	0	0	0	0	0
4prime_hydroxy_clobazam	0	1	1	0	0	1
5-(P-HYDROXYPHENYL-),5-PHENYLHYDANTOIN (HPPH; PHENYTOIN METABOLITE)	0	1	0	0	0	0
5-Amino-1-(5-phospho-D-ribosyl)imidazole	0	0	0	0	0	0
5-HYDROXYTRYPTAMINE (5-HT)	0	1	0	0	0	0
5-Isopropyl-2-methylphenol acetate	0	0	0	0	0	0
5-METHOXY-N,N-DIMETHYLTRYPTAMINE (5-MDMT)	0	0	0	1	0	0
5-METHOXYINDOLETHYLAMINE	0	0	0	1	0	0
5-METHOXYTRYPTAMINE (5-MT)	0	0	0	1	0	0
5-acetylamino-6-formylamino-3-methyluracil	0	0	0	1	0	1
5-androstenedione	0	0	0	0	0	1
5-fluorouracil	0	0	0	0	0	0
5-methoxy-N,N-dimethyltryptamine	0	0	0	1	0	0
5-methoxytryptamine	0	0	0	0	0	0
58C80 (2-(4-T-BUTYLCYCLOHEXYL)-3-HYDROXY-1,4-NAPHTHOQUINONE; BW 58C)	0	0	1	0	0	0
58c80	0	0	1	0	0	0
